request_id,start_iso,end_iso,latency_ms,http_code,prompt_tokens,completion_tokens,total_tokens,eval_count,eval_ms,prompt_eval_count,prompt_eval_ms,total_ms

3     ,2025-08-14T18:05:04,598235901+00:00,2025-08-14T18:06:15,446022134+00:00,70850,200,,,,256,2342.387393,31,307.406269,70784.970324

101   ,2025-08-14T18:05:04,801417970+00:00,2025-08-14T18:06:16,023412471+00:00,71223,502,,,,,,,,

44    ,2025-08-14T18:05:04,658063265+00:00,2025-08-14T18:06:16,098276586+00:00,71445,502,,,,,,,,

77    ,2025-08-14T18:05:04,769740862+00:00,2025-08-14T18:06:16,047309297+00:00,71279,502,,,,,,,,

56    ,2025-08-14T18:05:04,712599852+00:00,2025-08-14T18:06:16,075233325+00:00,71365,502,,,,,,,,

105   ,2025-08-14T18:05:04,806840616+00:00,2025-08-14T18:06:16,066475550+00:00,71261,502,,,,,,,,

71    ,2025-08-14T18:05:04,771163638+00:00,2025-08-14T18:06:16,051062088+00:00,71281,502,,,,,,,,

40    ,2025-08-14T18:05:04,640851861+00:00,2025-08-14T18:06:16,108342193+00:00,71467,502,,,,,,,,

57    ,2025-08-14T18:05:04,710220180+00:00,2025-08-14T18:06:16,069972142+00:00,71359,502,,,,,,,,

95    ,2025-08-14T18:05:04,787766121+00:00,2025-08-14T18:06:16,033849998+00:00,71239,502,,,,,,,,

51    ,2025-08-14T18:05:04,711808469+00:00,2025-08-14T18:06:16,065091123+00:00,71337,502,,,,,,,,

67    ,2025-08-14T18:05:04,754130457+00:00,2025-08-14T18:06:16,063325165+00:00,71311,502,,,,,,,,

86    ,2025-08-14T18:05:04,788924541+00:00,2025-08-14T18:06:16,036064366+00:00,71244,502,,,,,,,,

100   ,2025-08-14T18:05:04,797247902+00:00,2025-08-14T18:06:16,031221786+00:00,71235,502,,,,,,,,

78    ,2025-08-14T18:05:04,777889977+00:00,2025-08-14T18:06:16,044140115+00:00,71268,502,,,,,,,,

59    ,2025-08-14T18:05:04,728324545+00:00,2025-08-14T18:06:16,065783114+00:00,71338,502,,,,,,,,

83    ,2025-08-14T18:05:04,783794250+00:00,2025-08-14T18:06:16,037947902+00:00,71256,502,,,,,,,,


89    ,2025-08-14T18:05:04,774825298+00:00,2025-08-14T18:06:16,055474566+00:00,71281,502,,,,,,,,
14    ,2025-08-14T18:05:04,635574041+00:00,2025-08-14T18:06:16,084291366+00:00,71449,502,,,,,,,,

